00:78:88:28:05:BF,-45
00:78:88:28:05:B0,-45
00:78:88:4F:06:60,-83
00:78:88:2C:80:10,-66
00:78:88:18:1D:20,-78
00:C1:64:8A:85:8F,-80
00:78:88:81:10:FF,-87
00:78:88:2C:80:1F,-66
00:78:88:28:05:BF,-47
00:78:88:28:05:B0,-45
00:78:88:4F:06:60,-83
00:78:88:2C:80:10,-66
00:78:88:18:1D:20,-78
00:C1:64:8A:85:8F,-82
00:78:88:81:10:FF,-87
00:78:88:2C:80:1F,-65
00:C1:64:F2:F3:5F,-79
00:78:88:28:05:BF,-45
00:78:88:28:05:B0,-45
00:78:88:4F:06:60,-83
00:78:88:2C:80:10,-64
00:78:88:18:1D:20,-77
00:C1:64:8A:85:8F,-81
00:78:88:81:10:FF,-88
00:78:88:2C:80:1F,-66
00:C1:64:F2:F3:5F,-79
00:78:88:28:0F:90,-82
00:78:88:18:1D:2F,-87
00:78:88:2E:72:2F,-84
00:78:88:28:05:BF,-45
00:78:88:28:05:B0,-44
00:78:88:2C:80:10,-65
00:78:88:18:1D:20,-77
00:C1:64:8A:85:8F,-81
00:78:88:81:10:FF,-86
00:78:88:2C:80:1F,-65
00:C1:64:F2:F3:5F,-79
00:78:88:28:0F:90,-82
00:78:88:18:1D:2F,-87
00:78:88:2E:72:2F,-84
00:78:88:81:10:F0,-77
00:78:88:28:05:BF,-46
00:78:88:28:05:B0,-44
00:78:88:2C:80:10,-66
00:78:88:18:1D:20,-76
00:C1:64:8A:85:8F,-81
00:78:88:81:10:FF,-86
00:78:88:2C:80:1F,-65
00:C1:64:F2:F3:5F,-79
00:78:88:28:0F:90,-82
00:78:88:18:1D:2F,-85
00:78:88:2E:72:2F,-83
00:78:88:81:10:F0,-77
00:78:88:28:05:BF,-47
00:78:88:28:05:B0,-44
00:78:88:2C:80:10,-63
00:78:88:18:1D:20,-76
00:C1:64:8A:85:8F,-81
00:78:88:81:10:FF,-86
00:78:88:2C:80:1F,-65
00:C1:64:F2:F3:5F,-79
00:78:88:18:1D:2F,-85
00:78:88:2E:72:2F,-83
00:78:88:81:10:F0,-77
00:78:88:28:05:BF,-46
00:78:88:28:05:B0,-44
00:78:88:2C:80:10,-63
00:78:88:18:1D:20,-76
00:C1:64:8A:85:8F,-82
00:78:88:81:10:FF,-86
00:78:88:2C:80:1F,-67
00:C1:64:F2:F3:5F,-79
00:78:88:18:1D:2F,-88
00:78:88:2E:72:2F,-85
00:78:88:28:05:BF,-45
00:78:88:28:05:B0,-44
00:78:88:2C:80:10,-64
00:78:88:18:1D:20,-75
00:C1:64:8A:85:8F,-81
00:78:88:81:10:FF,-86
00:78:88:2C:80:1F,-67
00:C1:64:F2:F3:5F,-86
00:78:88:18:1D:2F,-88
00:78:88:2E:72:2F,-84
00:C1:64:C3:84:7F,-89
00:78:88:28:05:BF,-46
00:78:88:28:05:B0,-45
00:78:88:2C:80:10,-64
00:78:88:18:1D:20,-75
00:C1:64:8A:85:8F,-81
00:78:88:81:10:FF,-86
00:78:88:2C:80:1F,-65
00:C1:64:F2:F3:5F,-80
00:78:88:18:1D:2F,-88
00:78:88:2E:72:2F,-84
00:C1:64:C3:84:7F,-89
00:78:88:28:05:BF,-46
00:78:88:28:05:B0,-45
00:78:88:2C:80:10,-63
00:78:88:18:1D:20,-75
00:C1:64:8A:85:8F,-81
00:78:88:81:10:FF,-86
00:78:88:2C:80:1F,-67
00:C1:64:F2:F3:5F,-79
00:78:88:18:1D:2F,-88
00:78:88:2E:72:2F,-84
00:C1:64:C3:84:7F,-89
00:78:88:28:05:BF,-45
00:78:88:28:05:B0,-44
00:78:88:2C:80:10,-63
00:C1:64:8A:85:8F,-80
00:78:88:81:10:FF,-86
00:78:88:2C:80:1F,-66
00:C1:64:F2:F3:5F,-79
00:78:88:18:1D:2F,-86
00:78:88:2E:72:2F,-83
00:C1:64:C3:84:7F,-89
00:78:88:28:05:BF,-46
00:78:88:28:05:B0,-45
00:78:88:2C:80:10,-66
00:C1:64:8A:85:8F,-81
00:78:88:81:10:FF,-87
00:78:88:2C:80:1F,-65
00:C1:64:F2:F3:5F,-79
00:78:88:18:1D:2F,-84
00:78:88:2E:72:2F,-83
00:78:88:28:05:BF,-46
00:78:88:28:05:B0,-44
00:78:88:2C:80:10,-66
00:C1:64:8A:85:8F,-81
00:78:88:81:10:FF,-87
00:78:88:2C:80:1F,-65
00:C1:64:F2:F3:5F,-79
00:78:88:18:1D:2F,-85
00:78:88:2E:72:2F,-85
00:C1:64:F2:F3:50,-83
00:78:88:28:05:BF,-44
00:78:88:28:05:B0,-46
00:78:88:2C:80:10,-65
00:C1:64:8A:85:8F,-80
00:78:88:81:10:FF,-87
00:78:88:2C:80:1F,-66
00:C1:64:F2:F3:5F,-79
00:78:88:18:1D:2F,-86
00:78:88:2E:72:2F,-85
00:C1:64:F2:F3:50,-83
00:C1:64:8A:85:80,-80
00:C1:64:C3:84:7F,-79
00:78:88:28:05:BF,-46
00:78:88:28:05:B0,-46
00:78:88:2C:80:10,-64
00:C1:64:8A:85:8F,-80
00:78:88:81:10:FF,-86
00:78:88:2C:80:1F,-66
00:C1:64:F2:F3:5F,-79
00:78:88:18:1D:2F,-86
00:78:88:2E:72:2F,-85
00:C1:64:F2:F3:50,-83
00:C1:64:8A:85:80,-80
00:C1:64:C3:84:7F,-80
00:78:88:28:05:BF,-44
00:78:88:28:05:B0,-45
00:78:88:2C:80:10,-65
00:C1:64:8A:85:8F,-81
00:78:88:81:10:FF,-88
00:78:88:2C:80:1F,-67
00:C1:64:F2:F3:5F,-79
00:78:88:18:1D:2F,-86
00:78:88:2E:72:2F,-84
00:C1:64:F2:F3:50,-83
00:C1:64:8A:85:80,-80
00:C1:64:C3:84:7F,-78
00:78:88:2B:53:10,-81
00:78:88:28:05:BF,-45
00:78:88:28:05:B0,-45
00:78:88:2C:80:10,-69
00:C1:64:8A:85:8F,-81
00:78:88:81:10:FF,-88
00:78:88:2C:80:1F,-65
00:C1:64:F2:F3:5F,-77
00:78:88:18:1D:2F,-86
00:78:88:2E:72:2F,-84
00:C1:64:8A:85:80,-80
00:C1:64:C3:84:7F,-78
00:78:88:2B:53:10,-81
00:78:88:28:05:BF,-44
00:78:88:28:05:B0,-47
00:78:88:2C:80:10,-67
00:C1:64:8A:85:8F,-81
00:78:88:81:10:FF,-87
00:78:88:2C:80:1F,-64
00:C1:64:F2:F3:5F,-79
00:78:88:18:1D:2F,-86
00:78:88:2E:72:2F,-85
00:C1:64:8A:85:80,-80
00:C1:64:C3:84:7F,-78
00:78:88:2B:53:10,-81
00:78:88:18:1D:20,-74
00:78:88:2B:53:1F,-90
00:78:88:28:05:BF,-45
00:78:88:28:05:B0,-46
00:78:88:2C:80:10,-64
00:C1:64:8A:85:8F,-81
00:78:88:81:10:FF,-87
00:78:88:2C:80:1F,-67
00:C1:64:F2:F3:5F,-81
00:78:88:18:1D:2F,-86
00:78:88:2E:72:2F,-85
00:C1:64:C3:84:7F,-78
00:78:88:18:1D:20,-74
00:78:88:2B:53:1F,-90
00:78:88:28:05:BF,-45
00:78:88:28:05:B0,-46
00:78:88:2C:80:10,-64
00:C1:64:8A:85:8F,-80
00:78:88:81:10:FF,-87
00:78:88:2C:80:1F,-65
00:C1:64:F2:F3:5F,-78
00:78:88:18:1D:2F,-84
00:78:88:2E:72:2F,-81
00:78:88:18:1D:20,-74
00:78:88:2B:53:1F,-90
00:78:88:28:05:BF,-46
00:78:88:28:05:B0,-47
00:78:88:2C:80:10,-65
00:C1:64:8A:85:8F,-80
00:78:88:81:10:FF,-88
00:78:88:2C:80:1F,-67
00:C1:64:F2:F3:5F,-79
00:78:88:18:1D:2F,-84
00:78:88:2E:72:2F,-81
00:78:88:18:1D:20,-75
00:78:88:2B:53:1F,-90
00:78:88:2E:72:20,-82
00:C1:64:F2:F3:50,-82
00:C1:64:C3:84:7F,-79
00:78:88:28:05:BF,-46
00:78:88:28:05:B0,-46
00:78:88:2C:80:10,-63
00:C1:64:8A:85:8F,-79
00:78:88:81:10:FF,-88
00:78:88:2C:80:1F,-66
00:C1:64:F2:F3:5F,-78
00:78:88:18:1D:2F,-84
00:78:88:2E:72:2F,-81
00:78:88:18:1D:20,-75
00:78:88:2E:72:20,-82
00:C1:64:F2:F3:50,-82
00:C1:64:C3:84:7F,-79
00:78:88:28:05:BF,-46
00:78:88:28:05:B0,-46
00:78:88:2C:80:10,-63
00:C1:64:8A:85:8F,-80
00:78:88:81:10:FF,-86
00:78:88:2C:80:1F,-66
00:C1:64:F2:F3:5F,-78
00:78:88:18:1D:2F,-86
00:78:88:2E:72:2F,-81
00:78:88:18:1D:20,-75
00:78:88:2E:72:20,-82
00:C1:64:F2:F3:50,-82
00:C1:64:C3:84:7F,-79
00:78:88:28:05:BF,-46
00:78:88:28:05:B0,-46
00:78:88:2C:80:10,-64
00:C1:64:8A:85:8F,-80
00:78:88:81:10:FF,-85
00:78:88:2C:80:1F,-67
00:C1:64:F2:F3:5F,-79
00:78:88:18:1D:2F,-84
00:78:88:2E:72:2F,-83
00:78:88:18:1D:20,-75
00:C1:64:F2:F3:50,-82
00:C1:64:C3:84:7F,-79
00:78:88:2B:53:10,-80
00:78:88:28:05:BF,-45
00:78:88:28:05:B0,-48
00:78:88:2C:80:10,-67
00:C1:64:8A:85:8F,-80
00:78:88:81:10:FF,-87
00:78:88:2C:80:1F,-65
00:C1:64:F2:F3:5F,-79
00:78:88:18:1D:2F,-84
00:78:88:2E:72:2F,-84
00:78:88:18:1D:20,-76
00:C1:64:F2:F3:50,-82
00:78:88:2B:53:10,-84
00:78:88:28:05:BF,-45
00:78:88:28:05:B0,-47
00:78:88:2C:80:10,-64
00:C1:64:8A:85:8F,-78
00:78:88:81:10:FF,-79
00:78:88:2C:80:1F,-66
00:C1:64:F2:F3:5F,-79
00:78:88:18:1D:2F,-79
00:78:88:2E:72:2F,-78
00:78:88:18:1D:20,-76
00:C1:64:F2:F3:50,-82
00:78:88:2B:53:10,-84
00:78:88:81:10:F0,-78
